Video ID,Title,Views,Likes,Dislikes,Comments
eN5eoLTg4vM,Stop Doing This - By Sandeep Maheshwari,1248745,96927,0,3295
mCluBqFXC10,How to Change Yourself? By Sandeep Maheshwari | Hindi,2766838,123295,0,2930
Cc0VVWbhGNs,How to Grow your Business? By Sandeep Maheshwari | Hindi,817971,34057,0,1347
G7gYphR3V8c,Secret of a Happy Relationship - Sandeep Maheshwari | Hindi,1063923,56771,0,1899
9TpclejUcQY,Think Fast. Think Smart! By Sandeep Maheshwari | Hindi,2268925,118772,0,3381
kFNmPGgox8s,3 Morning Habits To Change Your Life - By Sandeep Maheshwari,4610027,141724,0,3704
ZvhViEr1RaM,What is True Love? By Sandeep Maheshwari | Hindi,940033,56988,0,2824
Br89FiG0P-A,One Way To Stop Overthinking - Sandeep Maheshwari,1113725,60071,0,4449
BQhzcUX-KrU,How to Gain Momentum for Success? By Sandeep Maheshwari,801285,42846,0,2376
niWggyktIF0,2 Habits That Will Change Your Life!! Sandeep Maheshwari,1647666,78669,0,3458
bcw5cK9kOCU,3 Parenting Tips By Sandeep Maheshwari | Hindi,1311653,49730,0,2804
VQfWZ3p_Wtk,Do What The 99% Are Not Doing - Sandeep Maheshwari | Hindi,682242,39783,0,2329
EYYU35uas3A,3 Simple Ways To Live A Happy Life - Sandeep Maheshwari,768581,43377,0,2717
KFVzFneh0j0,18-25 MUST WATCH this Motivational Video By Sandeep Maheshwari | Hindi,2068462,118617,0,4531
E-WsaPtOyU0,Growth Mindset - Sandeep Maheshwari | Hindi,854055,55584,0,2747
OOsa18C8OFU,How To Stop Negative Feelings & Emotions - Sandeep Maheshwari,565131,37822,0,2207
oCxyVS6ovu4,Stop Wasting Your Life - Sandeep Maheshwari | Hindi,1036534,64003,0,3014
n7dl6-aehLg,Apne Attitude Ko Aisa Banao - Sandeep Maheshwari,842049,44664,0,2593
-bgGfoSR1H8,Make Anyone Instantly Like You 👍,593904,45213,0,2121
tOtZutBkPrY,Zindagi Ka Kadwa Sach - Sandeep Maheshwari,624536,33774,0,1583
W04JQJN_7LY,Khud Ki Value Badhana Seekho - Sandeep Maheshwari,1408587,65360,0,2683
1yonmuNmEA0,"Whenever you feel sad, just remember this!!",1468544,66225,0,3044
aCSKFWxCB30,2 Ways To Discover Your Passion - Sandeep Maheshwari,1003305,53712,0,2323
60oW6q9_LEk,Should you listen to your Heart or Mind? By Sandeep Maheshwari,457878,27107,0,1958
wBAn1wE89zg,How to handle people who hurt “YOU” - Sandeep Maheshwari | Hindi,2028066,84757,0,3140
o_9UtgMwQ8Y,Advice For Every 20 Year Old - Sandeep Maheshwari,1059959,68423,0,4025
nbiQvdKRsXs,Job vs Business - Sandeep Maheshwari,2409621,102961,0,4603
1k10z9mL7Ik,Do This Every Morning And Night !! Q&A #10 With Sandeep Maheshwari,6156009,283933,0,10927
tPjKr46tVwY,How To Stay Fit & Active? Podcast #5 | Diet & Nutrition Tips | Hindi,10177131,238519,0,7669
zkV_0jZ8H-U,How to Boost Your Self Confidence? Q&A #9 With Sandeep Maheshwari,1270300,66472,0,2998
e8aKK3cBBrM,LOGIC vs EMOTION - Q&A #8 With Sandeep Maheshwari | Hindi,888865,44933,0,2681
o1ZqBL9hJkA,PHILOSOPHY OF LIFE - Q&A #7 With Sandeep Maheshwari,1695819,74284,0,5696
KyQZ89sGo-k,Don't Waste Your Money - Q&A #6 With Sandeep Maheshwari,1343307,72759,0,4177
nbUyiEjhVPk,PSYCHOLOGY OF HAPPINESS | Podcast #4,2335128,99748,0,5094
Dws4-ZhcutU,BELIEVE IN YOURSELF - Q&A #5 With Sandeep Maheshwari,1777379,84223,0,3267
41hOyt1IfBY,MINDSET IS EVERYTHING - Q&A #4 With Sandeep Maheshwari,1857282,90280,0,4673
EORrojq9CbE,How To Become Physically Strong? Podcast #3,2027667,104235,0,4626
ZBb-YfjjzgM,What to do if Life Seems Meaningless? Q&A #3 With Sandeep Maheshwari,1446780,61670,0,3039
4WXiyQOGuk4,How To Start Your Own Business? Q&A #2 With Sandeep Maheshwari | Startup & Entrepreneurship | Hindi,2166794,97141,0,4819
v0AyEwcT7r8,5 Habits of a Successful Relationship | Podcast #2,3762194,148489,0,5109
ATCfSYHiBy8,Q&A #1 With Sandeep Maheshwari!!,1234860,72827,0,6190
BDOYGO5DTxs,The Psychology of Self Motivation | Podcast #1,2045359,96165,0,8274
H2N3U8l7LHA,"Before you make fun of someone, just watch this story!!",1720761,135966,0,4817
-DZmXyJGIQI,EP 05 - THE FINALE - CAUGHT IN THE WEB | A Thought Provoking Series By Sandeep Maheshwari | Hindi,741433,44575,0,4177
nrMPZ0wcHIw,EP 04 - CAUGHT IN THE WEB - NEUROLOGY | A Thought Provoking Series By Sandeep Maheshwari | Hindi,861052,48405,0,2945
PJIsXQNzio8,EP 03 - CAUGHT IN THE WEB - PSYCHOLOGY | A Thought Provoking Series By Sandeep Maheshwari | Hindi,1066502,69929,0,4552
M8BjKzV6BlM,EP 02 - CAUGHT IN THE WEB - ALGORITHM | A Thought Provoking Series By Sandeep Maheshwari | Hindi,1139360,94399,0,7017
DdWnzbvYHIU,EP 01 - CAUGHT IN THE WEB - BODY | A Thought Provoking Series By Sandeep Maheshwari | Hindi,2288032,167146,0,10801
kdXa4J_lKcY,TOP 10 MOTIVATIONAL STORIES - By Sandeep Maheshwari | Compilation of Best Stories in Hindi,13042323,407314,0,8770
65E50B4_Hs0,THE GOLDEN FRUIT - A Thought Provoking Story By Sandeep Maheshwari,1678047,155328,0,5643
HCx-dkmJUVo,CAUGHT IN THE WEB - By Sandeep Maheshwari | Introduction,866426,88485,0,5047
h-NjW4Wupzs,How to Choose the right Career? By Sandeep Maheshwari | Hindi,3640296,196086,0,5420
rqaYg-5kFe0,"Whenever you feel like giving up, just watch this video!!",2079812,197585,0,5663
_2Vqz9YLvew,The Biggest Secret of a Happy Relationship - By Sandeep Maheshwari | Hindi,728282,45570,0,1880
tgGIQguu_MU,Negative Thoughts Ko Khatam Karna Seekho - By Sandeep Maheshwari,3903184,171907,0,5863
-kh24Th7TJ4,DISCOVER YOUR SUPER POWER!! Powerful Motivational Story By Sandeep Maheshwari,1480336,151593,0,7166
AZ5aP82_agc,How to get rid of Mobile Addiction? By Sandeep Maheshwari | Hindi,2230451,156157,0,6602
yurBQ6BHxgs,Dil Se Judna Seekho - By Sandeep Maheshwari,698456,49932,0,2724
PNAkSTpUbb8,You are NOT less than anyone!!,7750471,344321,0,6353
ys3iwwjAsVA,"""What is the source of my knowledge?"" - Sandeep Maheshwari | Hindi",935688,63385,0,3295
ONxblEQMJS0,Don't Act Like A Monkey | Short Motivational Story By Sandeep Maheshwari in Hindi,1174100,119334,0,5000
RZHTnksPXxM,How to find Inner Peace & Happiness? By Sandeep Maheshwari (In English),854632,51119,0,2928
2Yk9puTCHlQ,How to make the Right Decision? By Sandeep Maheshwari I Hindi,1189574,76683,0,3341
rdh1EXaeEx8,"Whenever you feel sad, just listen to this story!!",13864108,776622,0,13738
SruLnqiC9sk,What is Comfort Zone? By Sandeep Maheshwari | Hindi,1481251,100892,0,3623
2err3xKs4lI,How to become financially independent? By Sandeep Maheshwari | Hindi,1344017,73550,0,3393
d-xAAiKGotg,Focus On Your Vision - By Sandeep Maheshwari I Hindi,1167101,79497,0,3232
6gAXOTIu6DE,The Secret of Marketing - By Sandeep Maheshwari | Hindi & English,1027955,57419,0,2866
keMCIPiGMXQ,Be Fearless - Sandeep Maheshwari | Powerful Motivational Story,6665847,368046,0,8900
Ve_u9rAHmlg,The Power of Self Control - By Sandeep Maheshwari | Hindi,2486801,125929,0,6367
AfOJIDTCGC0,Think and Grow Rich - Motivational Speech By Sandeep Maheshwari | Hindi,5785016,267275,0,10142
b9EYI2N6j90,Short Motivational Story By Sandeep Maheshwari | Apni Nazar Ko Badlo,1793621,137439,0,3932
EGT8BxoR7MQ,Your Habits Decide Your Future - By Sandeep Maheshwari | Hindi,2636185,118828,0,3931
SgWHUlry-I4,Can we fulfill all the EXPECTATIONS of someone? By Sandeep Maheshwari,587863,46428,0,2630
0sr3Gcrh9vk,JUST DO IT FOR 7 DAYS TO CHANGE YOUR LIFE! By Sandeep Maheshwari | Hindi,5695591,262487,0,6300
J3dxSURUw2o,"Whenever you feel angry, just listen to this story!!",7370769,343495,0,6997
kBo3ipDEH6k,POWERFUL MOTIVATIONAL VIDEO By Sandeep Maheshwari | Best Motivational Quotes,18368987,623481,0,14034
-ozOLVOS-R8,#1 Secret to Stay Motivated All The Time - By Sandeep Maheshwari | Hindi,5602048,374660,0,8964
L_8qPqhto8I,Apne Aap Se Pyaar Karna Seekho - By Sandeep Maheshwari | A Heart Touching Story in Hindi,2901094,202761,0,5410
oo5KkVhRevY,The Best Way To Sharpen Your Mind By Sandeep Maheshwari | Hindi,1573290,97134,0,3613
9SzBuTa-HKI,How to increase the Level of Your Understanding? By Sandeep Maheshwari | Hindi,1241747,84577,0,3968
fp-sCJ2D5No,"When your mind is disturbed, just watch this video!!",1436173,131049,0,5116
Sn2xeBEECeI,How To Choose Your Life Partner? By Sandeep Maheshwari,2316448,128812,0,5407
aAGrwUz99SI,"""NEVER FIGHT WITH A PIG"" - By Sandeep Maheshwari | Hindi",1170400,95838,0,4486
7APsUk74ziw,How to let go of the Past? By Sandeep Maheshwari,1779999,106939,0,6376
JEwiZ0g2k1Y,ATTITUDE हो तो ऐसा... MOTIVATIONAL VIDEO By Sandeep Maheshwari,7770210,359034,0,5648
eOoPjX2jmDc,Apne Lakshya Ko Kaise Haasil Kare? By Sandeep Maheshwari,1489872,99240,0,4797
M38O01lJHiY,"""Bure Vaqt Ka Bhi... Bura Vaqt Aata Hai"" By Sandeep Maheshwari | Short Motivational Story in Hindi",3111576,246360,0,7646
UNZFEDfmCNQ,THE STORY OF A BUTTERFLY - By Sandeep Maheshwari | Inspirational Video in Hindi,1295326,87776,0,4695
41FJzpZltFk,TRY IT FOR 21 DAYS TO CHANGE YOUR LIFE! By Sandeep Maheshwari | Hindi,5713885,281270,0,7701
u4VHqtXrRjw,Apne PASSION Ko PROFESSION Kaise Banaye? By Sandeep Maheshwari,884934,67750,0,4921
_cl_F_YDJRo,Sandeep Maheshwari on Leonardo da Vinci | Hindi,1374163,83635,0,4629
LRgHocTw2SE,MY PLEDGE,1622293,255267,0,31129
CAJfTFS2Pm0,BEWARE OF FRAUD,1254861,168691,0,8943
96iaZxKRmKg,LISTEN TO THIS EVERY NIGHT Before You Sleep | Peaceful Night Affirmations By Sandeep Maheshwari,24429385,755572,0,14276
T53vxmdzC34,LOVE vs ATTACHMENT - By Sandeep Maheshwari | Hindi,695100,51944,0,2980
5OGXzJGe-fI,How do YOU understand YOURSELF? By Sandeep Maheshwari,1375197,82780,0,4714
29vgMW8K6Iw,बिना पैसे के Business कैसे करें | How to Start a Business with No Money? By Sandeep Maheshwari,4173008,187884,0,7275
kEGgDifEx7Q,Sandeep Maheshwari on Socrates | Hindi,1722476,95218,0,6700
xB5jQ5uoJNY,ENERGETIC MOTIVATIONAL VIDEO By Sandeep Maheshwari | INSPIRATIONAL QUOTES IN HINDI,5273012,250461,0,8045
bIg5Q0jAGs4,Ruchi Maheshwari - My Better Half!!,5194205,266531,0,9410
zYetcs7vAjI,SECRET OF SUCCESSFUL LIFE - By Sandeep Maheshwari | Hindi,1152984,89230,0,3831
fG1oNm2tCro,MORNING MOTIVATIONAL VIDEO - Sandeep Maheshwari | DAILY MORNING AFFIRMATIONS Hindi,42202752,1267543,0,28643
HTyhPS4duD4,Apne Mind Ko Shant Karna Seekho - By Sandeep Maheshwari,5743775,253208,0,8713
qfgtMi_bWyI,Sandeep Maheshwari on Helen Keller | Hindi,1128156,78156,0,5105
u3I2huOYYK8,Confusion Ko Khatam Kaise Kare? By Sandeep Maheshwari,2005170,126553,0,5793
c6NGgtI3LpE,Sandeep Maheshwari on Swami Vivekananda,3401161,206738,0,10364
dbt-RB18az0,Sandeep Maheshwari on Warren Buffett | Hindi,3274153,156934,0,7229
-mXNWS_1h_4,दिमाग को तेज़ कैसे करें | How to Boost Your Brain Power? By Sandeep Maheshwari,3521945,202738,0,7612
fCQTq_iLWHY,Say This To Yourself EVERY Morning - By Sandeep Maheshwari | Hindi,2041206,139311,0,7420
7F-5lRIgPJ8,Sandeep Maheshwari on Bill Gates | Hindi,1540631,101323,0,6679
PO6yEHek4ts,बिना किसी डर के जियो | Live Without Fear - By Sandeep Maheshwari,514225,33444,0,2277
sEGoPFZrOBU,How to Stop Negative Thoughts? By Sandeep Maheshwari,795642,50092,0,3511
FbwRG2xqmFQ,Sandeep Maheshwari on Acharya Chanakya | आचार्य चाणक्य,3486574,198838,0,10338
rHhtnxyrAu4,Sandeep Maheshwari on Dr. A.P.J. Abdul Kalam,2641144,168095,0,8761
0JLQBTT3AFE,Sandeep Maheshwari on Bruce Lee | Hindi,1767824,115224,0,7683
35GaU_IUNrs,Sandeep Maheshwari on Elon Musk | Hindi,4014140,223100,0,11356
4oJIj99k1QE,पढ़ाई में मन कैसे लगायें | How to focus on studies? By Sandeep Maheshwari,5230206,378788,0,13041
9Nwbc4j1Jzs,Sandeep Maheshwari on Steve Jobs | Hindi,1746990,111681,0,7606
Q4kR6vM8xvQ,POWERFUL MOTIVATIONAL SPEECH - By Sandeep Maheshwari | Latest Video 2020 | Hindi,8257704,509562,0,12948
RQgSyIDqVQY,Sandeep Maheshwari on Albert Einstein | Hindi,4007624,271567,0,72074
8X0gNEbFWKw,How to Control Your Anger Before it Controls You? By Sandeep Maheshwari | Hindi,911255,62955,0,4281
JT2h6i1IADA,How to stop feeling bad? By Sandeep Maheshwari | Hindi,909493,59164,0,3441
X5eAOZK34y4,How to handle people who hurt you? By Sandeep Maheshwari | Hindi,2293737,134824,0,6903
osqNn_9HdgU,World's Best Life Changing Book - By Sandeep Maheshwari | Hindi,7011121,259253,0,11255
ZfPISsIIKQw,POWERFUL MOTIVATIONAL VIDEO By Sandeep Maheshwari | Best Inspirational Quotes in Hindi,15790488,761586,0,21360
LTGH1ZnZ_08,SABSE BADA MOTIVATION - By Sandeep Maheshwari,2742056,135096,0,5243
k7vHjEKiwVM,Jaldi Decision Kaise Lein? By Sandeep Maheshwari,2935041,138291,0,4344
QjO02NuhthM,Mentally Strong Kaise Bane? By Sandeep Maheshwari,11227967,437179,0,8315
dXL3xF-NDaQ,How to get rid of Emotional Pain? By Sandeep Maheshwari | Hindi,5928866,286950,0,9399
yI_txg4AZNI,ज़्यादा सोचना छोड़ो - Sandeep Maheshwari | How To Stop Overthinking?,15846950,572093,0,13716
juJ37y04Aj8,How to attend Sandeep Maheshwari's LIVE SESSION?,887923,69884,0,3804
hxRJTjeDvuY,Time Ko Aag Lagaana Band Karo - Motivational Video By Sandeep Maheshwari,3895853,213321,0,6710
Mg0FpVtO9MY,What is Self Love? By Sandeep Maheshwari | Hindi,2298006,129605,0,3953
qk1Bj58N6Pc,ATTITUDE IS EVERYTHING - By Sandeep Maheshwari | Hindi,6797938,331553,0,7326
cCjOAtoTdos,How to be an All-Rounder in life? By Sandeep Maheshwari | Hindi,3095542,171726,0,5290
RCm8sb5GgRY,Apne Dar Ko Jeetna Seekho - By Sandeep Maheshwari,2267821,105221,0,3316
mSgsuphgLo4,3 Signs of a Foolish Person - By Sandeep Maheshwari | Hindi,5041849,227167,0,7365
UEsIVukGPdU,Jitna Bada Challenge Utni Badi Success - By Sandeep Maheshwari,2883111,148032,0,5106
NDtGxujpdC8,3 Steps to Control Your Mind - By Sandeep Maheshwari | Motivational Video | Hindi,8220463,344302,0,8878
tk9TNMgySbw,Apni Kismat Ko Badalna Seekho - By Sandeep Maheshwari,3390481,132034,0,4984
BSioUvySgJQ,Full Talk #3 By Sandeep Maheshwari - What do we really want?,1686666,65400,0,4063
FMEw0Jr-z9o,Full Talk #2 By Sandeep Maheshwari - YOU ARE LIMITLESS,2306853,88496,0,4869
rcRCOzwq-N0,Full Talk #1 By Sandeep Maheshwari - How to practically change your life?,5206761,168704,0,7276
IbxMjrKGyPM,How to stay Motivated all the time? By Sandeep Maheshwari,1603614,82063,0,2898
RI5zPe4ciiI,What is Real Love? By Sandeep Maheshwari I Hindi,12994726,628443,0,13471
S408c_XlYpc,Apne Nazariye Ko Badalna Seekho - By Sandeep Maheshwari,2961645,135566,0,4236
I0iSpVJqiGg,How to increase your Confidence? By Sandeep Maheshwari I Hindi,2900268,134492,0,4050
8iBNHZCpbuM,चाणक्य नीति | Chanakya Neeti - By Sandeep Maheshwari,3521541,178510,0,4175
rC8BYN1pkW4,Best Advice For Every 20 Year Old - By Sandeep Maheshwari I Hindi,6388448,377463,0,8612
H8xMIjz6LRY,Peace of Mind - By Sandeep Maheshwari,3887668,131010,0,5491
LknADkbbekc,Make Money From Money - By Sandeep Maheshwari | Hindi,52800281,1164947,0,27640
M5lErZLqo2Y,Kuch Bada Karna Hai To Ye Yaad Rakhna - By Sandeep Maheshwari,10984275,484267,0,12068
32ykLQSDTGo,Ye 3 Kaam Kabhi Mat Karna - Motivational Video By Sandeep Maheshwari,7353226,265774,0,7617
bK5lGMF4axA,Apne Andar Ke Talent Ko Kaise Pehchane - By Sandeep Maheshwari,15637750,781671,0,15210
0uLLuodEFhE,Secret of a Happy Relationship - By Sandeep Maheshwari I Hindi,10853791,504221,0,11512
EDoD6K-xPro,Khud Ko Kisi Se Kam Mat Samjho - Motivational Speech By Sandeep Maheshwari,10456709,358610,0,10067
BL9WblAEK_A,How to Conquer your Biggest Fear? By Sandeep Maheshwari I Hindi,2028182,89794,0,4126
1SZ92qTNWCk,How to ACHIEVE MORE in LESS TIME? By Sandeep Maheshwari I Motivational Video in Hindi,3818711,179852,0,5515
af3Dmfsotbc,Stop Being An Emotional Fool - Motivational Video By Sandeep Maheshwari,9085331,384887,0,11304
tVd0yX19cUY,#10 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1031796,44320,0,2535
rTCq9gosTyE,#9 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1036533,41632,0,1359
CFUvF3xXUqk,#8 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,760486,29709,0,1273
DHlGW3dJNFE,#7 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,834275,32844,0,1337
0lfHRvvV-qI,#6 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1290226,52000,0,3220
xss3FK58EV8,#5 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1270482,49857,0,2023
eIfTcEt3Nw4,#4 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1678482,73364,0,4396
Oh8XqWASsts,#3 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,1997008,84949,0,4795
VCpHNvc3nvE,#2 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,5632916,251803,0,13508
Rf4rU1hwQXc,#1 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,15402980,593170,0,16337
LrnynQqYFXo,Sirf 1 Tareeka Hai Khush Rehne Ka - Sandeep Maheshwari,15015126,443571,0,15331
gdojwO396uM,How to make the IMPOSSIBLE POSSIBLE? By Sandeep Maheshwari I Motivational Video in Hindi,6030049,281000,0,8733
eAK14VoY7C0,How to deal with Depression and Anxiety? By Sandeep Maheshwari I Hindi,10726873,371310,0,19942
KkvTqnGwK1o,Apne Mind Ko Clear Karna Seekho - By Sandeep Maheshwari I Mind Mapping Technique,5459293,198706,0,5554
fow__sEVsno,Shyness खत्म कैसे करें? By Sandeep Maheshwari,9582447,462031,0,13799
erFaJDxz6Xg,The Journey to 10 Million Subscribers!!!,3793704,242285,0,17778
4-NiO3tq8mw,जब हिम्मत टूटे तब क्या करें? Motivational Speech by Sandeep Maheshwari,9119966,292709,0,10528
BYc4ipPBuaA,How to Relax your Mind? By Sandeep Maheshwari I Hindi,8961233,256017,0,7413
LBB_Yzb7Bi8,Dar Se Mat Daro - By Sandeep Maheshwari,4029390,154048,0,5433
vE1F3-Nx1NY,Apne Parents Ko Kaise Samjhaye? By Sandeep Maheshwari,2492340,132648,0,5223
piyhZoOaDag,Akelapan Dur Kaise Kare? By Sandeep Maheshwari,10992203,463951,0,31239
tDODeGh3JGs,What is True Love? By Sandeep Maheshwari I Hindi,4345836,201957,0,6659
ltIN53hRAXw,Khud Ko Samjho - By Sandeep Maheshwari,5962452,204687,0,7411
B7u_bIeTc1I,Ache Logo Ke Saath Bura Kyun Hota Hai? By Sandeep Maheshwari,11962015,426835,0,14635
MpJKNYiJSAs,Heart vs Mind - By Sandeep Maheshwari I Hindi,6350382,294809,0,9383
hE6I9apUvrk,How to improve Communication Skills? By Sandeep Maheshwari I Hindi,13991746,545361,0,10140
AmTbx_8SMMw,How to Focus on your Goal? By Sandeep Maheshwari I Hindi,9859485,439658,0,16337
AwRfvtCpdiQ,Don't Waste Your Time - By Sandeep Maheshwari I Hindi,17477765,766457,0,19074
gwKSWd75snE,Apne Andar Ke Dar Ko Jeeto - By Sandeep Maheshwari,10243543,375516,0,11686
t6Kw3n9CNrc,How to Stay Motivated all the time? By Sandeep Maheshwari I Hindi,7781727,328813,0,9154
EinlIf5yfYQ,Apni Kahani Khud Likho - By Sandeep Maheshwari,5555297,230584,0,7620
sBRN4fdu_74,100% Jeena Seekho - By Sandeep Maheshwari,4332552,172075,0,8215
NHQHExbYbVM,How to live Happily? By Sandeep Maheshwari,2278616,95572,0,4829
Tj1Pyf8oFBs,THE END - By Sandeep Maheshwari,3997397,165680,0,9912
1K0dgh8O8AQ,Sangati Ka Asar - By Sandeep Maheshwari,1699964,76303,0,4419
s_1bFkC2tRY,3 Signs of TRUE LOVE - Sandeep Maheshwari | Hindi,18100022,739800,0,23441
NX0pIxLihn4,Family की Situation vs आपके Goals - By Sandeep Maheshwari,5280191,259443,0,8597
R8OFOURSZZA,Addiction To Education (पढ़ाई की लत) By Sandeep Maheshwari,22851440,848199,0,20858
aFIsyEfXDIw,Do What The 99% Are Not Doing - By Sandeep Maheshwari,6662052,238926,0,8458
HPrhvo6OlBI,3 Things You Must Do Everyday - By Sandeep Maheshwari I Hindi,4452814,198593,0,7412
Pfbnc-u8Ta4,How to control your ANGER? By Sandeep Maheshwari,5480406,221568,0,7286
dIlmtkRZK8g,How to control your Subconscious Mind? By Sandeep Maheshwari I Hindi,3890637,161474,0,6155
it29M1nkn38,Choose YOUR OWN Path - By Sandeep Maheshwari,2062613,71877,0,3931
u6gEkCp0f08,What is Love? By Sandeep Maheshwari,10839264,434207,0,14236
W0UGEDbjBDs,Apne Mind Ko Shant Kaise Kare? By Sandeep Maheshwari,21046351,697103,0,18812
gpuqFNGxab8,Bina Kisi Dar Ke Jeena Seekho - By Sandeep Maheshwari,9247058,272632,0,9166
ktBZ1UKKN28,Khud Ki Value Badhao - By Sandeep Maheshwari,12932658,472369,0,10179
kFRowYi8uvA,Aalas Kaise Dur Karein - By Sandeep Maheshwari,10779626,387947,0,10905
PgluKyEwuoE,Khud Ko Sahi Direction Dena Seekho - By Sandeep Maheshwari,6766471,252052,0,9265
VPN9yPyKEqU,Akele Khush Rehna Seekho - By Sandeep Maheshwari,26261725,844652,0,26422
2FM210lmDBI,What is Real Intelligence? By Sandeep Maheshwari I Hindi,2566418,109298,0,4837
pCZ1kToC70g,Why Don't I Earn Money From My Sessions? By Sandeep Maheshwari I Hindi,1972827,140213,0,10064
oLrrQl8d28A,Stop Giving Excuses - By Sandeep Maheshwari I Hindi,2492298,111983,0,4425
SUwp1_uI9Ug,Smart Work vs Hard Work - By Sandeep Maheshwari I Hindi,2655274,109204,0,4107
wMEOT0yaasQ,The Positive Side of Anger - By Sandeep Maheshwari I Hindi,1494699,71623,0,3633
dI5o1IJR7y8,YOU are UNIQUE - By Sandeep Maheshwari I Hindi,2895310,118072,0,6164
HHgQO_rKLHU,Halke Fulke Rehna Seekho - By Sandeep Maheshwari,5143616,167431,0,6763
1xR-XgReRg8,Part 4 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1459689,55654,0,3125
O5QrLnVcQXc,Part 3 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1545805,46662,0,3120
p1-jfIipvwc,Part 2 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,1765851,58903,0,3091
HIKqzkOXYz8,Part 1 of 4 - How to get rid of Overthinking? By Sandeep Maheshwari,3379829,116404,0,5525
X4eL6fL5I1U,How to make anyone instantly Like You? By Sandeep Maheshwari,6619607,280012,0,7206
97mtlPAv_1M,Never Underestimate YOURSELF - Inspirational Video I Hindi,2312373,145034,0,5015
XlsQuV32yEs,Out of the Box Thinking - By Sandeep Maheshwari I Hindi,1246269,48899,0,2203
piZS-I9sjiU,Job vs Business - Sandeep Maheshwari I Hindi,9152539,347759,0,11030
bkv8lm5uFxs,Don't Be Too Serious - By Sandeep Maheshwari I Hindi,5323197,201732,0,5477
nPci9IFOaIk,Accept Your Mistakes & Move On - By Sandeep Maheshwari,3716590,154554,0,3914
hF8MjhyN2Yg,Be Fearless - By Sandeep Maheshwari,4498629,185170,0,4413
vpO_3ZegQL4,Freedom From Stress & Pressure - By Sandeep Maheshwari I Hindi,7673487,258613,0,8370
jklmLh740CA,You Are More Than You Think - By Sandeep Maheshwari I Hindi,2744856,97734,0,4479
IAD5G4ET3Ng,How Successful People Think? By Sandeep Maheshwari I Hindi,2544529,101938,0,3897
3gqQevdM7xM,How to Build Self Confidence? By Sandeep Maheshwari I Hindi,10228970,349431,0,8310
4OT9gF_HdJg,How to be Happy in Life? By Sandeep Maheshwari I Hindi,2234567,83928,0,3124
uEgWn7i67k8,What is True Love? By Sandeep Maheshwari I Hindi,6406845,236412,0,5336
L1FrBx_wkYU,What is Real Beauty? By Sandeep Maheshwari I Hindi,2207873,79639,0,3261
oB09kuJa-Eg,Focus on Yourself - By Sandeep Maheshwari I Hindi,5895063,176240,0,5090
NwZjWm8iTWc,Positive vs. Negative Thoughts - By Sandeep Maheshwari I Hindi,1147278,35747,0,1468
Nlb8x7oIkbI,Hanste Khelte Raho - By Sandeep Maheshwari,6650381,223974,0,5898
YhpU8VME8Gw,3 Ways To Be Stress Free - By Sandeep Maheshwari I Hindi,5114904,160840,0,3017
rGpwRlCOLbY,How to Stop Negative Thoughts & Feelings? By Sandeep Maheshwari I Hindi,11338434,353897,0,11986
XW9tfxy7WX0,NEVER QUIT - A Truly Inspiring Story of a Young Woman (Hindi),2545711,122891,0,4698
WhunIR0JxkA,Always Be Happy - By Sandeep Maheshwari,3866168,200117,0,3620
siKJWYCoDTI,Difference Between Need & Greed - By Sandeep Maheshwari I Hindi,633341,27101,0,1487
odnOhu7m318,Stop Comparing Kids - By Sandeep Maheshwari,652519,34744,0,2073
G3gpBYrbk-0,How to Deepen Your Understanding? By Sandeep Maheshwari I Hindi,973661,37316,0,1306
qF0HeSOO2TE,Don't Be Lazy - By Sandeep Maheshwari I Motivational Video in Hindi,2709208,98830,0,2799
QVESwoTDBCc,DIL KI SUNO - Inspirational Video By Sandeep Maheshwari,822274,33606,0,1459
aMt64jSpxOo,JUST DO IT - Motivational Video (Hindi),996587,49285,0,2036
Unkowlce62s,How to Build Trust in a Relationship? By Sandeep Maheshwari I Hindi,1750618,63401,0,1359
8GS_9pAi-HI,BELIEVE IN YOURSELF - Motivational Video By Sandeep Maheshwari I Hindi,6476849,338985,0,8844
31rlCxfts4E,How to be FEARLESS - By Sandeep Maheshwari I Hindi,1556023,50276,0,1812
9-8UN0cPCmQ,How to Make your Body Fit & Active? By Sandeep Maheshwari I Hindi,3252410,102379,0,2829
Ss1XWRfdM-0,How to be a Great Speaker? By Sandeep Maheshwari I Hindi,2208875,69454,0,2442
